year,state,sex,prev_low,prev_medium,prev_high
2020,Idaho,male,0.252,0.18100000000000002,0.08199999999999999
2020,Illinois,female,0.27899999999999997,0.095,0.054000000000000006
2020,Illinois,male,0.281,0.16699999999999998,0.064
2020,Indiana,female,0.27399999999999997,0.11199999999999999,0.055999999999999994
2020,Indiana,male,0.28200000000000003,0.205,0.07400000000000001
2020,Kansas,female,0.315,0.121,0.06
2020,Kansas,male,0.31400000000000006,0.222,0.07
2020,Kentucky,female,0.26099999999999995,0.091,0.048
2020,Kentucky,male,0.225,0.201,0.079
2020,Louisiana,male,0.22899999999999998,0.256,0.09
2020,Louisiana,female,0.27,0.124,0.066
2020,Massachusetts,female,0.369,0.11599999999999999,0.075
2020,Massachusetts,male,0.376,0.203,0.064
2020,Maryland,male,0.38400000000000006,0.155,0.048
2020,Maryland,female,0.344,0.095,0.055
2020,Maine,male,0.31500000000000006,0.188,0.087
2020,Maine,female,0.335,0.102,0.075
2020,Michigan,female,0.33699999999999997,0.131,0.06
2020,Michigan,male,0.289,0.22,0.076
2020,Minnesota,male,0.34,0.226,0.066
2020,Minnesota,female,0.32400000000000007,0.14300000000000002,0.078
2020,Missouri,female,0.2699999999999999,0.132,0.066
2020,Missouri,male,0.27099999999999996,0.207,0.077
2020,Mississippi,male,0.19399999999999998,0.18600000000000003,0.076
2020,Mississippi,female,0.20200000000000004,0.08800000000000001,0.042
2020,Montana,male,0.30500000000000005,0.247,0.102
2020,Montana,female,0.317,0.147,0.085
2020,North Carolina,male,0.292,0.18100000000000002,0.061
2020,North Carolina,female,0.284,0.105,0.055
2020,North Dakota,female,0.29600000000000004,0.163,0.076
2020,North Dakota,male,0.306,0.252,0.084
2020,Nebraska,male,0.29200000000000004,0.266,0.084
2020,Nebraska,female,0.35200000000000004,0.14400000000000002,0.064
2020,New Hampshire,male,0.387,0.198,0.075
2020,New Hampshire,female,0.381,0.124,0.08900000000000001
2020,New Jersey,male,0.358,0.191,0.059000000000000004
2020,New Jersey,female,0.32699999999999996,0.11699999999999999,0.07400000000000001
2020,New Mexico,male,0.27399999999999997,0.203,0.091
2020,New Mexico,female,0.27399999999999997,0.085,0.044000000000000004
2020,Nevada,female,0.25799999999999995,0.124,0.076
2020,Nevada,male,0.32099999999999995,0.221,0.071
2020,New York,male,0.354,0.184,0.062
2020,New York,female,0.312,0.11199999999999999,0.068
2020,Ohio,male,0.293,0.201,0.07200000000000001
2020,Ohio,female,0.26899999999999996,0.127,0.057
2020,Oklahoma,male,0.24,0.16,0.06
2020,Oklahoma,female,0.23799999999999996,0.076,0.036000000000000004
2020,Oregon,female,0.297,0.12,0.08199999999999999
2020,Oregon,male,0.32899999999999996,0.20600000000000002,0.076
2020,Pennsylvania,male,0.29599999999999993,0.21100000000000002,0.076
