year,state,age_group,sex,n_alc_att,total_n,pct_alc_attributable
2013,Maryland,20–24,Male,20,42,0.47619047619047616
2013,Maryland,25–34,Female,5,13,0.38461538461538464
2013,Maryland,25–34,Male,28,68,0.4117647058823529
2013,Maryland,35–44,Female,1,7,0.14285714285714285
2013,Maryland,35–44,Male,19,50,0.38
2013,Maryland,45-54,Female,0,18,0
2013,Maryland,45-54,Male,24,65,0.36923076923076925
2013,Maryland,55-64,Female,2,12,0.16666666666666666
2013,Maryland,55-64,Male,17,60,0.2833333333333333
2013,Maryland,65+,Female,1,24,0.041666666666666664
2013,Maryland,65+,Male,2,39,0.05128205128205128
2013,Massachusetts,0-14,Female,0,2,0
2013,Massachusetts,0-14,Male,0,6,0
2013,Massachusetts,15–19,Female,1,9,0.1111111111111111
2013,Massachusetts,15–19,Male,5,16,0.3125
2013,Massachusetts,20–24,Female,4,15,0.26666666666666666
2013,Massachusetts,20–24,Male,18,42,0.42857142857142855
2013,Massachusetts,25–34,Female,2,13,0.15384615384615385
2013,Massachusetts,25–34,Male,12,30,0.4
2013,Massachusetts,35–44,Female,4,16,0.25
2013,Massachusetts,35–44,Male,7,23,0.30434782608695654
2013,Massachusetts,45-54,Female,2,13,0.15384615384615385
2013,Massachusetts,45-54,Male,12,30,0.4
2013,Massachusetts,55-64,Female,0,14,0
2013,Massachusetts,55-64,Male,2,36,0.05555555555555555
2013,Massachusetts,65+,Female,2,36,0.05555555555555555
2013,Massachusetts,65+,Male,3,50,0.06
2013,Michigan,0-14,Female,0,15,0
2013,Michigan,0-14,Male,0,18,0
2013,Michigan,15–19,Female,2,26,0.07692307692307693
2013,Michigan,15–19,Male,5,33,0.15151515151515152
2013,Michigan,20–24,Female,2,23,0.08695652173913043
2013,Michigan,20–24,Male,20,80,0.25
2013,Michigan,25–34,Female,8,35,0.22857142857142856
2013,Michigan,25–34,Male,34,100,0.34
2013,Michigan,35–44,Female,6,42,0.14285714285714285
2013,Michigan,35–44,Male,21,87,0.2413793103448276
2013,Michigan,45-54,Female,9,53,0.16981132075471697
2013,Michigan,45-54,Male,29,110,0.2636363636363636
2013,Michigan,55-64,Female,1,29,0.034482758620689655
2013,Michigan,55-64,Male,13,99,0.13131313131313133
2013,Michigan,65+,Female,1,66,0.015151515151515152
2013,Michigan,65+,Male,11,131,0.08396946564885496
2013,Minnesota,0-14,Female,0,7,0
2013,Minnesota,0-14,Male,0,11,0
2013,Minnesota,15–19,Female,1,14,0.07142857142857142
2013,Minnesota,15–19,Male,2,14,0.14285714285714285
2013,Minnesota,20–24,Female,2,9,0.2222222222222222
2013,Minnesota,20–24,Male,14,32,0.4375
2013,Minnesota,25–34,Female,2,14,0.14285714285714285
2013,Minnesota,25–34,Male,20,45,0.4444444444444444
2013,Minnesota,35–44,Female,0,8,0
2013,Minnesota,35–44,Male,13,31,0.41935483870967744
2013,Minnesota,45-54,Female,5,19,0.2631578947368421
2013,Minnesota,45-54,Male,9,37,0.24324324324324326
2013,Minnesota,55-64,Female,2,18,0.1111111111111111
2013,Minnesota,55-64,Male,8,40,0.2
2013,Minnesota,65+,Female,1,38,0.02631578947368421
2013,Minnesota,65+,Male,1,48,0.020833333333333332
2013,Mississippi,0-14,Female,0,10,0
2013,Mississippi,0-14,Male,0,9,0
2013,Mississippi,15–19,Female,1,12,0.08333333333333333
2013,Mississippi,15–19,Male,5,35,0.14285714285714285
2013,Mississippi,20–24,Female,2,10,0.2
2013,Mississippi,20–24,Male,9,45,0.2
2013,Mississippi,25–34,Female,2,37,0.05405405405405406
2013,Mississippi,25–34,Male,25,70,0.35714285714285715
2013,Mississippi,35–44,Female,4,25,0.16
2013,Mississippi,35–44,Male,20,60,0.3333333333333333
2013,Mississippi,45-54,Female,4,39,0.10256410256410256
2013,Mississippi,45-54,Male,16,77,0.2077922077922078
2013,Mississippi,55-64,Female,2,27,0.07407407407407407
2013,Mississippi,55-64,Male,18,80,0.225
2013,Mississippi,65+,Female,0,31,0
2013,Mississippi,65+,Male,5,46,0.10869565217391304
2013,Missouri,0-14,Female,0,18,0
2013,Missouri,0-14,Male,0,16,0
2013,Missouri,15–19,Female,1,25,0.04
2013,Missouri,15–19,Male,5,47,0.10638297872340426
2013,Missouri,20–24,Female,8,36,0.2222222222222222
2013,Missouri,20–24,Male,35,67,0.5223880597014925
2013,Missouri,25–34,Female,9,26,0.34615384615384615
2013,Missouri,25–34,Male,46,110,0.41818181818181815
2013,Missouri,35–44,Female,10,31,0.3225806451612903
2013,Missouri,35–44,Male,34,77,0.44155844155844154
2013,Missouri,45-54,Female,2,28,0.07142857142857142
2013,Missouri,45-54,Male,18,60,0.3
2013,Missouri,55-64,Female,2,27,0.07407407407407407
2013,Missouri,55-64,Male,12,57,0.21052631578947367
2013,Missouri,65+,Female,0,63,0
2013,Missouri,65+,Male,2,69,0.028985507246376812
2013,Montana,0-14,Female,0,4,0
2013,Montana,0-14,Male,0,1,0
2013,Montana,15–19,Female,0,6,0
2013,Montana,15–19,Male,7,13,0.5384615384615384
2013,Montana,20–24,Female,3,10,0.3
2013,Montana,20–24,Male,10,23,0.43478260869565216
2013,Montana,25–34,Female,4,10,0.4
2013,Montana,25–34,Male,14,28,0.5
2013,Montana,35–44,Female,5,12,0.4166666666666667
2013,Montana,35–44,Male,7,17,0.4117647058823529
2013,Montana,45-54,Female,4,8,0.5
2013,Montana,45-54,Male,14,27,0.5185185185185185
2013,Montana,55-64,Female,2,10,0.2
2013,Montana,55-64,Male,3,18,0.16666666666666666
2013,Montana,65+,Female,0,13,0
2013,Montana,65+,Male,2,29,0.06896551724137931
2013,Nebraska,0-14,Female,0,3,0
2013,Nebraska,0-14,Male,0,6,0
2013,Nebraska,15–19,Female,2,12,0.16666666666666666
2013,Nebraska,15–19,Male,1,15,0.06666666666666667
2013,Nebraska,20–24,Female,3,8,0.375
2013,Nebraska,20–24,Male,7,26,0.2692307692307692
2013,Nebraska,25–34,Female,1,12,0.08333333333333333
2013,Nebraska,25–34,Male,9,28,0.32142857142857145
2013,Nebraska,35–44,Female,0,5,0
2013,Nebraska,35–44,Male,7,14,0.5
2013,Nebraska,45-54,Female,0,10,0
2013,Nebraska,45-54,Male,6,22,0.2727272727272727
2013,Nebraska,55-64,Female,0,8,0
2013,Nebraska,55-64,Male,5,18,0.2777777777777778
2013,Nebraska,65+,Female,0,8,0
2013,Nebraska,65+,Male,1,16,0.0625
2013,Nevada,0-14,Female,0,6,0
2013,Nevada,0-14,Male,0,3,0
2013,Nevada,15–19,Female,2,5,0.4
2013,Nevada,15–19,Male,0,13,0
2013,Nevada,20–24,Female,1,8,0.125
2013,Nevada,20–24,Male,9,21,0.42857142857142855
2013,Nevada,25–34,Female,6,11,0.5454545454545454
2013,Nevada,25–34,Male,25,45,0.5555555555555556
2013,Nevada,35–44,Female,1,9,0.1111111111111111
2013,Nevada,35–44,Male,10,23,0.43478260869565216
2013,Nevada,45-54,Female,4,15,0.26666666666666666
2013,Nevada,45-54,Male,11,34,0.3235294117647059
2013,Nevada,55-64,Female,1,5,0.2
2013,Nevada,55-64,Male,6,24,0.25
2013,Nevada,65+,Female,1,16,0.0625
2013,Nevada,65+,Male,0,28,0
2013,New Hampshire,0-14,Female,0,1,0
2013,New Hampshire,0-14,Male,0,0,NA
2013,New Hampshire,15–19,Female,0,3,0
2013,New Hampshire,15–19,Male,1,6,0.16666666666666666
2013,New Hampshire,20–24,Female,2,5,0.4
2013,New Hampshire,20–24,Male,3,10,0.3
2013,New Hampshire,25–34,Female,1,5,0.2
2013,New Hampshire,25–34,Male,5,15,0.3333333333333333
2013,New Hampshire,35–44,Female,1,6,0.16666666666666666
2013,New Hampshire,35–44,Male,6,12,0.5
2013,New Hampshire,45-54,Female,2,5,0.4
2013,New Hampshire,45-54,Male,9,15,0.6
2013,New Hampshire,55-64,Female,0,5,0
2013,New Hampshire,55-64,Male,6,16,0.375
2013,New Hampshire,65+,Female,0,13,0
2013,New Hampshire,65+,Male,0,18,0
2013,New Jersey,0-14,Female,0,10,0
2013,New Jersey,0-14,Male,1,10,0.1
2013,New Jersey,15–19,Female,0,8,0
2013,New Jersey,15–19,Male,4,18,0.2222222222222222
2013,New Jersey,20–24,Female,2,14,0.14285714285714285
2013,New Jersey,20–24,Male,22,55,0.4
2013,New Jersey,25–34,Female,5,14,0.35714285714285715
2013,New Jersey,25–34,Male,27,77,0.35064935064935066
2013,New Jersey,35–44,Female,3,15,0.2
2013,New Jersey,35–44,Male,13,47,0.2765957446808511
2013,New Jersey,45-54,Female,3,12,0.25
2013,New Jersey,45-54,Male,18,52,0.34615384615384615
2013,New Jersey,55-64,Female,2,19,0.10526315789473684
2013,New Jersey,55-64,Male,10,53,0.18867924528301888
2013,New Jersey,65+,Female,0,53,0
2013,New Jersey,65+,Male,5,84,0.05952380952380952
2013,New Mexico,0-14,Female,1,9,0.1111111111111111
2013,New Mexico,0-14,Male,0,9,0
2013,New Mexico,15–19,Female,1,10,0.1
2013,New Mexico,15–19,Male,1,14,0.07142857142857142
2013,New Mexico,20–24,Female,6,15,0.4
2013,New Mexico,20–24,Male,9,25,0.36
2013,New Mexico,25–34,Female,6,19,0.3157894736842105
2013,New Mexico,25–34,Male,17,41,0.4146341463414634
2013,New Mexico,35–44,Female,5,11,0.45454545454545453
2013,New Mexico,35–44,Male,9,27,0.3333333333333333
2013,New Mexico,45-54,Female,4,12,0.3333333333333333
2013,New Mexico,45-54,Male,16,37,0.43243243243243246
2013,New Mexico,55-64,Female,3,13,0.23076923076923078
2013,New Mexico,55-64,Male,11,27,0.4074074074074074
2013,New Mexico,65+,Female,0,11,0
2013,New Mexico,65+,Male,0,29,0
2013,New York,0-14,Female,0,14,0
2013,New York,0-14,Male,0,23,0
2013,New York,15–19,Female,2,31,0.06451612903225806
2013,New York,15–19,Male,5,58,0.08620689655172414
2013,New York,20–24,Female,6,35,0.17142857142857143
2013,New York,20–24,Male,47,115,0.40869565217391307
2013,New York,25–34,Female,9,45,0.2
2013,New York,25–34,Male,69,153,0.45098039215686275
2013,New York,35–44,Female,5,24,0.20833333333333334
2013,New York,35–44,Male,37,102,0.3627450980392157
2013,New York,45-54,Female,9,41,0.21951219512195122
2013,New York,45-54,Male,37,119,0.31092436974789917
2013,New York,55-64,Female,3,47,0.06382978723404255
2013,New York,55-64,Male,23,107,0.21495327102803738
2013,New York,65+,Female,1,116,0.008620689655172414
2013,New York,65+,Male,6,164,0.036585365853658534
2013,North Carolina,0-14,Female,0,26,0
2013,North Carolina,0-14,Male,0,24,0
2013,North Carolina,15–19,Female,1,17,0.058823529411764705
2013,North Carolina,15–19,Male,10,61,0.16393442622950818
2013,North Carolina,20–24,Female,10,40,0.25
2013,North Carolina,20–24,Male,48,129,0.37209302325581395
2013,North Carolina,25–34,Female,12,60,0.2
2013,North Carolina,25–34,Male,73,155,0.47096774193548385
2013,North Carolina,35–44,Female,8,60,0.13333333333333333
2013,North Carolina,35–44,Male,53,123,0.43089430894308944
2013,North Carolina,45-54,Female,15,51,0.29411764705882354
2013,North Carolina,45-54,Male,59,157,0.37579617834394907
2013,North Carolina,55-64,Female,8,44,0.18181818181818182
2013,North Carolina,55-64,Male,29,125,0.232
2013,North Carolina,65+,Female,1,74,0.013513513513513514
2013,North Carolina,65+,Male,7,144,0.04861111111111111
2013,North Dakota,0-14,Female,0,3,0
2013,North Dakota,0-14,Male,0,1,0
2013,North Dakota,15–19,Female,1,3,0.3333333333333333
2013,North Dakota,15–19,Male,1,7,0.14285714285714285
2013,North Dakota,20–24,Female,0,2,0
2013,North Dakota,20–24,Male,8,19,0.42105263157894735
2013,North Dakota,25–34,Female,0,4,0
2013,North Dakota,25–34,Male,15,25,0.6
2013,North Dakota,35–44,Female,1,4,0.25
2013,North Dakota,35–44,Male,9,21,0.42857142857142855
2013,North Dakota,45-54,Female,3,6,0.5
2013,North Dakota,45-54,Male,12,29,0.41379310344827586
2013,North Dakota,55-64,Female,1,5,0.2
2013,North Dakota,55-64,Male,3,11,0.2727272727272727
2013,North Dakota,65+,Female,0,4,0
2013,North Dakota,65+,Male,1,4,0.25
2013,Ohio,0-14,Female,0,12,0
2013,Ohio,0-14,Male,0,20,0
2013,Ohio,15–19,Female,1,26,0.038461538461538464
2013,Ohio,15–19,Male,10,51,0.19607843137254902
2013,Ohio,20–24,Female,6,39,0.15384615384615385
2013,Ohio,20–24,Male,22,76,0.2894736842105263
2013,Ohio,25–34,Female,15,46,0.32608695652173914
2013,Ohio,25–34,Male,50,118,0.423728813559322
2013,Ohio,35–44,Female,6,35,0.17142857142857143
2013,Ohio,35–44,Male,36,91,0.3956043956043956
2013,Ohio,45-54,Female,4,40,0.1
2013,Ohio,45-54,Male,33,100,0.33
2013,Ohio,55-64,Female,3,49,0.061224489795918366
2013,Ohio,55-64,Male,22,115,0.19130434782608696
2013,Ohio,65+,Female,4,67,0.05970149253731343
2013,Ohio,65+,Male,5,104,0.04807692307692308
2013,Oklahoma,0-14,Female,0,16,0
2013,Oklahoma,0-14,Male,0,18,0
2013,Oklahoma,15–19,Female,4,17,0.23529411764705882
2013,Oklahoma,15–19,Male,4,33,0.12121212121212122
2013,Oklahoma,20–24,Female,2,18,0.1111111111111111
2013,Oklahoma,20–24,Male,17,51,0.3333333333333333
2013,Oklahoma,25–34,Female,7,27,0.25925925925925924
2013,Oklahoma,25–34,Male,21,81,0.25925925925925924
2013,Oklahoma,35–44,Female,5,32,0.15625
2013,Oklahoma,35–44,Male,24,67,0.3582089552238806
2013,Oklahoma,45-54,Female,7,31,0.22580645161290322
2013,Oklahoma,45-54,Male,26,78,0.3333333333333333
2013,Oklahoma,55-64,Female,3,30,0.1
2013,Oklahoma,55-64,Male,20,75,0.26666666666666666
2013,Oklahoma,65+,Female,0,41,0
2013,Oklahoma,65+,Male,2,63,0.031746031746031744
2013,Oregon,0-14,Female,0,6,0
2013,Oregon,0-14,Male,0,3,0
2013,Oregon,15–19,Female,0,7,0
2013,Oregon,15–19,Male,1,14,0.07142857142857142
2013,Oregon,20–24,Female,5,16,0.3125
2013,Oregon,20–24,Male,9,21,0.42857142857142855
2013,Oregon,25–34,Female,6,13,0.46153846153846156
2013,Oregon,25–34,Male,23,39,0.5897435897435898
2013,Oregon,35–44,Female,1,5,0.2
2013,Oregon,35–44,Male,19,34,0.5588235294117647
2013,Oregon,45-54,Female,2,8,0.25
2013,Oregon,45-54,Male,17,38,0.4473684210526316
2013,Oregon,55-64,Female,1,15,0.06666666666666667
2013,Oregon,55-64,Male,5,27,0.18518518518518517
2013,Oregon,65+,Female,3,27,0.1111111111111111
2013,Oregon,65+,Male,5,40,0.125
2013,Pennsylvania,0-14,Female,0,15,0
2013,Pennsylvania,0-14,Male,0,17,0
2013,Pennsylvania,15–19,Female,2,30,0.06666666666666667
2013,Pennsylvania,15–19,Male,4,51,0.0784313725490196
2013,Pennsylvania,20–24,Female,9,31,0.2903225806451613
2013,Pennsylvania,20–24,Male,38,135,0.2814814814814815
2013,Pennsylvania,25–34,Female,7,54,0.12962962962962962
2013,Pennsylvania,25–34,Male,46,139,0.33093525179856115
2013,Pennsylvania,35–44,Female,3,35,0.08571428571428572
2013,Pennsylvania,35–44,Male,40,112,0.35714285714285715
2013,Pennsylvania,45-54,Female,6,37,0.16216216216216217
2013,Pennsylvania,45-54,Male,48,138,0.34782608695652173
2013,Pennsylvania,55-64,Female,5,42,0.11904761904761904
2013,Pennsylvania,55-64,Male,24,113,0.21238938053097345
2013,Pennsylvania,65+,Female,2,103,0.019417475728155338
2013,Pennsylvania,65+,Male,7,157,0.044585987261146494
2013,Puerto Rico,0-14,Female,0,7,0
2013,Puerto Rico,0-14,Male,0,6,0
2013,Puerto Rico,15–19,Female,0,8,0
2013,Puerto Rico,15–19,Male,2,11,0.18181818181818182
2013,Puerto Rico,20–24,Female,1,5,0.2
2013,Puerto Rico,20–24,Male,13,40,0.325
2013,Puerto Rico,25–34,Female,3,4,0.75
2013,Puerto Rico,25–34,Male,26,52,0.5
2013,Puerto Rico,35–44,Female,7,10,0.7
2013,Puerto Rico,35–44,Male,17,32,0.53125
2013,Puerto Rico,45-54,Female,1,10,0.1
2013,Puerto Rico,45-54,Male,17,35,0.4857142857142857
2013,Puerto Rico,55-64,Female,3,10,0.3
2013,Puerto Rico,55-64,Male,19,42,0.4523809523809524
2013,Puerto Rico,65+,Female,0,19,0
2013,Puerto Rico,65+,Male,10,40,0.25
2013,Rhode Island,0-14,Female,0,0,NA
2013,Rhode Island,0-14,Male,0,1,0
2013,Rhode Island,15–19,Female,0,1,0
2013,Rhode Island,15–19,Male,1,4,0.25
2013,Rhode Island,20–24,Female,3,3,1
2013,Rhode Island,20–24,Male,3,7,0.42857142857142855
2013,Rhode Island,25–34,Female,0,0,NA
2013,Rhode Island,25–34,Male,5,10,0.5
2013,Rhode Island,35–44,Female,0,2,0
2013,Rhode Island,35–44,Male,3,6,0.5
2013,Rhode Island,45-54,Female,0,2,0
2013,Rhode Island,45-54,Male,4,4,1
2013,Rhode Island,55-64,Female,0,0,NA
2013,Rhode Island,55-64,Male,1,4,0.25
2013,Rhode Island,65+,Female,2,8,0.25
2013,Rhode Island,65+,Male,0,13,0
2013,South Carolina,0-14,Female,0,4,0
2013,South Carolina,0-14,Male,0,9,0
2013,South Carolina,15–19,Female,2,8,0.25
2013,South Carolina,15–19,Male,9,34,0.2647058823529412
2013,South Carolina,20–24,Female,5,27,0.18518518518518517
2013,South Carolina,20–24,Male,32,79,0.4050632911392405
2013,South Carolina,25–34,Female,11,33,0.3333333333333333
2013,South Carolina,25–34,Male,57,111,0.5135135135135135
2013,South Carolina,35–44,Female,14,28,0.5
2013,South Carolina,35–44,Male,51,93,0.5483870967741935
2013,South Carolina,45-54,Female,5,28,0.17857142857142858
2013,South Carolina,45-54,Male,43,100,0.43
2013,South Carolina,55-64,Female,4,26,0.15384615384615385
2013,South Carolina,55-64,Male,24,82,0.2926829268292683
2013,South Carolina,65+,Female,0,31,0
2013,South Carolina,65+,Male,8,73,0.1095890410958904
2013,South Dakota,0-14,Female,0,0,NA
2013,South Dakota,0-14,Male,0,2,0
2013,South Dakota,15–19,Female,0,1,0
2013,South Dakota,15–19,Male,0,4,0
2013,South Dakota,20–24,Female,3,8,0.375
2013,South Dakota,20–24,Male,6,10,0.6
2013,South Dakota,25–34,Female,3,12,0.25
2013,South Dakota,25–34,Male,9,16,0.5625
2013,South Dakota,35–44,Female,0,4,0
2013,South Dakota,35–44,Male,5,14,0.35714285714285715
2013,South Dakota,45-54,Female,0,5,0
2013,South Dakota,45-54,Male,5,10,0.5
2013,South Dakota,55-64,Female,0,5,0
2013,South Dakota,55-64,Male,2,16,0.125
2013,South Dakota,65+,Female,0,10,0
2013,South Dakota,65+,Male,0,18,0
2013,Tennessee,0-14,Female,0,12,0
2013,Tennessee,0-14,Male,0,16,0
2013,Tennessee,15–19,Female,1,17,0.058823529411764705
2013,Tennessee,15–19,Male,4,38,0.10526315789473684
2013,Tennessee,20–24,Female,5,30,0.16666666666666666
2013,Tennessee,20–24,Male,24,97,0.24742268041237114
2013,Tennessee,25–34,Female,8,44,0.18181818181818182
2013,Tennessee,25–34,Male,36,135,0.26666666666666666
2013,Tennessee,35–44,Female,10,52,0.19230769230769232
2013,Tennessee,35–44,Male,33,99,0.3333333333333333
2013,Tennessee,45-54,Female,8,45,0.17777777777777778
2013,Tennessee,45-54,Male,30,99,0.30303030303030304
2013,Tennessee,55-64,Female,3,32,0.09375
2013,Tennessee,55-64,Male,11,86,0.12790697674418605
2013,Tennessee,65+,Female,0,68,0
2013,Tennessee,65+,Male,4,125,0.032
2013,Texas,0-14,Female,0,44,0
2013,Texas,0-14,Male,0,82,0
2013,Texas,15–19,Female,4,91,0.04395604395604396
2013,Texas,15–19,Male,19,166,0.1144578313253012
2013,Texas,20–24,Female,37,119,0.31092436974789917
2013,Texas,20–24,Male,103,356,0.2893258426966292
2013,Texas,25–34,Female,33,153,0.21568627450980393
2013,Texas,25–34,Male,145,482,0.3008298755186722
2013,Texas,35–44,Female,22,126,0.1746031746031746
2013,Texas,35–44,Male,112,386,0.29015544041450775
2013,Texas,45-54,Female,15,133,0.11278195488721804
2013,Texas,45-54,Male,96,385,0.24935064935064935
2013,Texas,55-64,Female,9,110,0.08181818181818182
2013,Texas,55-64,Male,56,308,0.18181818181818182
2013,Texas,65+,Female,1,165,0.006060606060606061
2013,Texas,65+,Male,15,278,0.0539568345323741
2013,Utah,0-14,Female,0,4,0
2013,Utah,0-14,Male,0,4,0
2013,Utah,15–19,Female,0,7,0
2013,Utah,15–19,Male,1,9,0.1111111111111111
2013,Utah,20–24,Female,2,13,0.15384615384615385
2013,Utah,20–24,Male,1,6,0.16666666666666666
2013,Utah,25–34,Female,3,13,0.23076923076923078
2013,Utah,25–34,Male,3,17,0.17647058823529413
2013,Utah,35–44,Female,1,4,0.25
2013,Utah,35–44,Male,5,29,0.1724137931034483
2013,Utah,45-54,Female,1,9,0.1111111111111111
2013,Utah,45-54,Male,4,20,0.2
2013,Utah,55-64,Female,1,13,0.07692307692307693
2013,Utah,55-64,Male,6,25,0.24
2013,Utah,65+,Female,0,17,0
2013,Utah,65+,Male,1,30,0.03333333333333333
2013,Vermont,0-14,Female,0,0,NA
2013,Vermont,0-14,Male,0,0,NA
2013,Vermont,15–19,Female,0,0,NA
2013,Vermont,15–19,Male,0,5,0
2013,Vermont,20–24,Female,1,5,0.2
2013,Vermont,20–24,Male,2,5,0.4
2013,Vermont,25–34,Female,0,1,0
2013,Vermont,25–34,Male,8,11,0.7272727272727273
2013,Vermont,35–44,Female,1,2,0.5
2013,Vermont,35–44,Male,0,2,0
2013,Vermont,45-54,Female,1,5,0.2
2013,Vermont,45-54,Male,2,5,0.4
2013,Vermont,55-64,Female,1,4,0.25
2013,Vermont,55-64,Male,0,4,0
2013,Vermont,65+,Female,0,12,0
2013,Vermont,65+,Male,0,8,0
2013,Virginia,0-14,Female,0,6,0
2013,Virginia,0-14,Male,0,8,0
2013,Virginia,15–19,Female,3,20,0.15
2013,Virginia,15–19,Male,2,25,0.08
2013,Virginia,20–24,Female,6,22,0.2727272727272727
2013,Virginia,20–24,Male,28,68,0.4117647058823529
2013,Virginia,25–34,Female,9,30,0.3
2013,Virginia,25–34,Male,46,107,0.42990654205607476
2013,Virginia,35–44,Female,8,24,0.3333333333333333
2013,Virginia,35–44,Male,17,61,0.2786885245901639
2013,Virginia,45-54,Female,4,25,0.16
2013,Virginia,45-54,Male,30,93,0.3225806451612903
2013,Virginia,55-64,Female,3,27,0.1111111111111111
2013,Virginia,55-64,Male,18,67,0.26865671641791045
2013,Virginia,65+,Female,4,53,0.07547169811320754
2013,Virginia,65+,Male,13,104,0.125
2013,Washington,0-14,Female,0,7,0
2013,Washington,0-14,Male,0,6,0
2013,Washington,15–19,Female,4,19,0.21052631578947367
2013,Washington,15–19,Male,1,26,0.038461538461538464
2013,Washington,20–24,Female,4,13,0.3076923076923077
2013,Washington,20–24,Male,21,48,0.4375
2013,Washington,25–34,Female,6,17,0.35294117647058826
2013,Washington,25–34,Male,27,49,0.5510204081632653
2013,Washington,35–44,Female,4,13,0.3076923076923077
2013,Washington,35–44,Male,22,41,0.5365853658536586
2013,Washington,45-54,Female,2,17,0.11764705882352941
2013,Washington,45-54,Male,22,54,0.4074074074074074
2013,Washington,55-64,Female,1,16,0.0625
2013,Washington,55-64,Male,11,36,0.3055555555555556
2013,Washington,65+,Female,0,28,0
2013,Washington,65+,Male,2,46,0.043478260869565216
2013,West Virginia,0-14,Female,0,8,0
2013,West Virginia,0-14,Male,0,5,0
2013,West Virginia,15–19,Female,1,7,0.14285714285714285
2013,West Virginia,15–19,Male,4,19,0.21052631578947367
2013,West Virginia,20–24,Female,2,10,0.2
2013,West Virginia,20–24,Male,9,23,0.391304347826087
2013,West Virginia,25–34,Female,6,20,0.3
2013,West Virginia,25–34,Male,12,46,0.2608695652173913
2013,West Virginia,35–44,Female,3,12,0.25
2013,West Virginia,35–44,Male,14,31,0.45161290322580644
2013,West Virginia,45-54,Female,3,14,0.21428571428571427
2013,West Virginia,45-54,Male,18,41,0.43902439024390244
2013,West Virginia,55-64,Female,2,9,0.2222222222222222
2013,West Virginia,55-64,Male,2,35,0.05714285714285714
2013,West Virginia,65+,Female,2,18,0.1111111111111111
2013,West Virginia,65+,Male,2,34,0.058823529411764705
2013,Wisconsin,0-14,Female,0,6,0
2013,Wisconsin,0-14,Male,0,7,0
2013,Wisconsin,15–19,Female,2,9,0.2222222222222222
2013,Wisconsin,15–19,Male,1,16,0.0625
2013,Wisconsin,20–24,Female,9,20,0.45
2013,Wisconsin,20–24,Male,27,54,0.5
2013,Wisconsin,25–34,Female,8,28,0.2857142857142857
2013,Wisconsin,25–34,Male,43,85,0.5058823529411764
2013,Wisconsin,35–44,Female,2,16,0.125
2013,Wisconsin,35–44,Male,17,47,0.3617021276595745
2013,Wisconsin,45-54,Female,5,25,0.2
2013,Wisconsin,45-54,Male,26,54,0.48148148148148145
2013,Wisconsin,55-64,Female,1,19,0.05263157894736842
2013,Wisconsin,55-64,Male,13,42,0.30952380952380953
2013,Wisconsin,65+,Female,0,45,0
2013,Wisconsin,65+,Male,6,70,0.08571428571428572
2013,Wyoming,0-14,Female,0,4,0
2013,Wyoming,0-14,Male,0,2,0
2013,Wyoming,15–19,Female,0,5,0
2013,Wyoming,15–19,Male,1,7,0.14285714285714285
2013,Wyoming,20–24,Female,0,1,0
2013,Wyoming,20–24,Male,1,6,0.16666666666666666
2013,Wyoming,25–34,Female,1,4,0.25
2013,Wyoming,25–34,Male,6,15,0.4
2013,Wyoming,35–44,Female,0,3,0
2013,Wyoming,35–44,Male,3,10,0.3
2013,Wyoming,45-54,Female,0,3,0
2013,Wyoming,45-54,Male,3,12,0.25
2013,Wyoming,55-64,Female,1,1,1
2013,Wyoming,55-64,Male,0,5,0
2013,Wyoming,65+,Female,0,2,0
2013,Wyoming,65+,Male,0,7,0
2014,Alabama,0-14,Female,0,15,0
2014,Alabama,0-14,Male,0,16,0
2014,Alabama,15–19,Female,0,23,0
2014,Alabama,15–19,Male,2,42,0.047619047619047616
2014,Alabama,20–24,Female,6,28,0.21428571428571427
2014,Alabama,20–24,Male,21,64,0.328125
2014,Alabama,25–34,Female,5,32,0.15625
2014,Alabama,25–34,Male,35,94,0.3723404255319149
2014,Alabama,35–44,Female,5,30,0.16666666666666666
2014,Alabama,35–44,Male,37,90,0.4111111111111111
2014,Alabama,45-54,Female,10,48,0.20833333333333334
2014,Alabama,45-54,Male,19,80,0.2375
2014,Alabama,55-64,Female,3,31,0.0967741935483871
2014,Alabama,55-64,Male,15,88,0.17045454545454544
2014,Alabama,65+,Female,1,60,0.016666666666666666
2014,Alabama,65+,Male,7,76,0.09210526315789473
2014,Alaska,0-14,Female,0,1,0
2014,Alaska,0-14,Male,0,1,0
2014,Alaska,15–19,Female,0,3,0
2014,Alaska,15–19,Male,1,1,1
2014,Alaska,20–24,Female,1,4,0.25
2014,Alaska,20–24,Male,0,2,0
2014,Alaska,25–34,Female,4,6,0.6666666666666666
2014,Alaska,25–34,Male,4,14,0.2857142857142857
2014,Alaska,35–44,Female,0,2,0
2014,Alaska,35–44,Male,0,4,0
2014,Alaska,45-54,Female,0,3,0
2014,Alaska,45-54,Male,3,14,0.21428571428571427
2014,Alaska,55-64,Female,1,6,0.16666666666666666
2014,Alaska,55-64,Male,2,7,0.2857142857142857
2014,Alaska,65+,Female,0,1,0
2014,Alaska,65+,Male,0,4,0
2014,Arizona,0-14,Female,0,13,0
2014,Arizona,0-14,Male,0,15,0
2014,Arizona,15–19,Female,0,11,0
2014,Arizona,15–19,Male,5,40,0.125
2014,Arizona,20–24,Female,5,18,0.2777777777777778
